Node,degree,betweenness,closeness,eigenvector,pagerank,harmonic
288,0.0007579585649317838,2.2077275121403116e-08,0.16587548309083344,1.1319377245176887e-07,6.667490669331612e-05,739.4220779220504
315,0.01389590702374937,0.0059564162584697265,0.19705792513528472,1.634054573497495e-05,0.0006043648687197724,929.839718614693
119,0.015411824153612938,0.06325204036994465,0.2110023145060412,1.0585368647791176e-06,0.0007789660623617489,940.2571428571558
323,0.009600808489135929,0.00052585278456186,0.1838041589901117,1.0263171580246946e-06,0.0004259336147033459,825.8611471861137
48,0.005305709954522487,0.0009883396175411423,0.18490378977842917,1.4931336938745523e-07,0.00028630096648565374,819.8270202019862
57,0.003537139969681658,0.00031166878455869305,0.17225135865726718,1.179917561182187e-07,0.0002026387157754947,772.9005050504746
200,0.014148559878726631,0.000497860198556804,0.18405608831286024,1.1112430170044549e-06,0.0005862841366082953,835.9611471861149
98,0.012127337038908542,0.0002676244040896644,0.18389963716110203,9.799019586890696e-07,0.0004920174122565641,831.027813852781
313,0.009095502779181405,0.00043617294083621603,0.18329373606907165,8.029877089424501e-07,0.0004022380256759642,821.1682900432562
63,0.0012632642748863063,0.0,0.1640102222255516,1.2028282878869867e-07,8.328477302032819e-05,731.3184343434073
344,0.00202122283981809,1.1699032483491562e-05,0.16408623926699098,2.2261299723216564e-07,0.0001185887327123387,734.351767676741
67,0.018948964123294595,0.005479826869946713,0.19615467267030157,1.6253752181988592e-05,0.000769156619389367,937.1917027416786
118,0.008842849924204144,0.0001387787421924288,0.16541047090530078,6.186000778204606e-07,0.000392377270899618,761.9577200576972
325,0.009600808489135929,0.0004530442115554174,0.1837694642312065,6.544043522857926e-07,0.00040254498016528814,824.7111471861136
277,0.01616978271854472,0.03169845490122715,0.18504436761812768,1.5900306396302995e-06,0.00073474114831257,849.392099567069
134,0.004547751389590703,2.661596339350397e-06,0.1652420213231848,4.755765420339432e-07,0.00020629953243779634,752.2077200576957
270,0.0007579585649317838,4.100264735358552e-07,0.15576411809621601,1.4302111226439781e-08,8.855313327987148e-05,676.6005772005594
76,0.0005053057099545225,0.0,0.15555878870829656,6.951711559878465e-09,7.335168107616873e-05,671.1339105338936
36,0.0025265285497726125,3.192479845555487e-08,0.1491653087878154,6.869261930197224e-09,0.0001746817901776572,643.2830086579985
223,0.006568974229408793,3.0286689408715333e-06,0.16640708984375252,6.096967232799795e-07,0.0002769855078480169,758.9220779220528
274,0.0032844871147043966,4.6300011357686e-06,0.16463425706111,2.433271037795799e-07,0.00017254675291677074,741.9601010100753
88,0.004800404244567964,0.0005228016225286246,0.1721980418537916,3.354216631623408e-07,0.00028545264249160886,780.1909812409518
21,0.01616978271854472,0.007132755785980878,0.19599671430487176,1.5824172682909963e-05,0.0006910452028897402,930.9417027416779
339,0.006568974229408793,0.007991484541108648,0.1953380174821176,1.553357931519751e-05,0.00035590293547611536,906.7250360750081
108,0.0030318342597271354,3.441436298054453e-05,0.1656074300031255,1.1176178008352395e-07,0.0001894465700022392,740.5506493506219
197,0.003789792824658919,0.00024212598009374042,0.1692640812154343,1.1397675395095143e-07,0.00023521489847529978,754.0749639249319
169,0.009348155634158667,0.002758015204874037,0.19165602227095313,1.5715546968019384e-05,0.0004091740405522467,901.1620851370566
275,0.0022738756947953513,0.0010006508827909118,0.1403134220841499,6.080923453007992e-10,0.0002752326918880112,601.9366272616174
273,0.00202122283981809,0.0,0.1229558826889207,1.1703698926591593e-11,0.0002477589945284473,518.9074786324818
83,0.0015159171298635677,0.0019116262298035029,0.1566727838961819,1.252229367485774e-08,0.00014450626447662642,685.624386724367
28,0.0030318342597271354,3.101873227756123e-06,0.10748712990680366,3.8030031800027973e-14,0.00029680225443712657,463.8853590853568
312,0.0063163213744315315,0.0024386780102200285,0.12005236810295014,4.3084756037104004e-13,0.0006504269360737533,525.8480630480703
242,0.005811015664477009,0.00029486632964312423,0.17174239102639455,2.1812568814741064e-07,0.00030736407005520157,774.3528860028558
214,0.00404244567963618,0.0009437593904873159,0.12015608505163519,6.569020888934558e-13,0.0004274703317021826,523.311951936959
20,0.003537139969681658,2.627555894081e-06,0.10728280989899162,1.7787844993604038e-14,0.00034556284966910715,461.6829781329755
307,0.0007579585649317838,0.003710737374877401,0.1466432714461326,5.821006081550241e-09,0.0001446085413041037,643.6356782106706
71,0.0005053057099545225,0.0,0.1281512016757765,3.6425252337195165e-11,0.00012292012602288854,550.3389998890073
333,0.001768569984840829,4.0991440751248336e-07,0.10721487573711516,7.595174951884655e-15,0.00018746738459883623,456.08297813297503
207,0.0005053057099545225,0.0,0.16416924735565516,2.0173128580929757e-07,5.626169274163407e-05,731.610101010074
168,0.0025265285497726125,6.4198688726887105e-06,0.16491313274004815,3.2350766650909536e-07,0.00015603359318751647,741.1743867243606
308,0.005811015664477009,0.0016635547629299048,0.192252108833111,1.565473019684269e-05,0.00026645859619644526,894.6216089465803
341,0.0027791814047498737,4.532690341806232e-07,0.16464817844256285,3.4550744445104374e-07,0.00014174918963563788,742.631529581504
128,0.006821627084386054,0.00014445736315720167,0.18303528466457494,8.006712359550253e-07,0.000298901026831916,814.1182900432555
334,0.006821627084386054,6.301842617948023e-05,0.1654948245515914,7.877372088020369e-07,0.0003086635428454749,759.3577200576966
238,0.0055583628094997475,5.522404887892951e-06,0.1646133794024389,2.7717569399902257e-07,0.0002526896040166018,746.2981962481714
265,0.006568974229408793,1.7859038395921028e-05,0.16489916651945702,3.039551079637747e-07,0.00028897891280762106,751.3934343434099
141,0.006821627084386054,9.069217205060525e-06,0.1651229103003518,5.057286598126168e-07,0.0003024396733746969,756.3934343434108
78,0.00202122283981809,0.0,0.1229558826889207,1.1703698926591593e-11,0.0002477589945284473,518.9074786324818
345,0.003789792824658919,4.1580647147854974e-06,0.16615149400646373,7.34016905706758e-07,0.00018593308731754534,752.2839826839568
317,0.0015159171298635677,1.8187834541057764e-05,0.16575545741565917,1.0687236337400491e-07,0.00010588062643848315,737.479220779193
158,0.006063668519454271,4.148409799710223e-05,0.16670628067309487,5.782692999377155e-07,0.0002914025136380746,762.0673160172914
38,0.00202122283981809,5.859037310467855e-06,0.1643285811681786,3.1069906785407735e-07,0.00012973977453211927,736.3767676767411
302,0.004800404244567964,0.00011018252576416796,0.16572018879626776,1.115392117948814e-07,0.0002623350673398091,743.8673160172893
27,0.001010611419909045,4.154351420665503e-06,0.18205126999782603,1.0446454648037357e-07,8.846753056722631e-05,789.404004328968
54,0.001768569984840829,3.650176271603938e-05,0.17474797920231083,2.0034459157209242e-08,0.0001249407971763928,751.5563852813502
139,0.00202122283981809,1.6794905309951767e-08,0.14981951742867297,6.8897925150832266e-09,0.0001434467594528301,647.3715007214902
109,0.009095502779181405,0.0002594320328661017,0.18376079258793396,1.023849593725422e-06,0.00039570703397194724,824.3611471861136
291,0.008842849924204144,0.00010265614918849421,0.1707334261266823,8.161569140521487e-07,0.00040189440122145105,781.2725829725545
142,0.010611419909044973,2.411352126522899e-05,0.1671355672327681,1.074242563595237e-06,0.0004424887246313046,773.8482683982456
203,0.014148559878726631,0.0008668052393509243,0.1840908913928097,1.189931906542567e-06,0.0006008383827524247,836.6278138527816
105,0.0032844871147043966,7.676593507766778e-05,0.1833541464533875,2.5424333464394277e-07,0.00016995677830948907,809.1111471861119
232,0.006063668519454271,4.783033554012813e-06,0.16513691444845632,5.871078691981552e-07,0.0002709182068193753,755.6434343434105
64,0.0015159171298635677,4.495736793381135e-05,0.20066258136360574,9.48190211682211e-09,0.00015500191181208858,849.6476190476287
217,0.001768569984840829,0.0003430197792263434,0.20742829000338217,1.0381357196840582e-07,0.00016876200781388968,884.4952380952459
248,0.005053057099545225,0.000251912149711189,0.18355291838817386,4.782032434588914e-07,0.00023821003354875748,815.1944805194458
126,0.0015159171298635677,9.62088682902954e-06,0.1656074300031255,1.0775947083591985e-07,0.00011870906885637047,737.0673160172882
224,0.006821627084386054,1.7671202986418443e-05,0.1666634732741375,7.875955100013729e-07,0.0003088550498285542,762.6839826839582
261,0.009348155634158667,0.0004103744268566092,0.18279472007714498,5.187297333510899e-07,0.00040148487120358114,816.0635281384936
283,0.001010611419909045,2.898227948523932e-05,0.15575165846192446,1.236934041314959e-08,9.977595823924232e-05,676.5172438672261
144,0.003537139969681658,0.0014776875286156563,0.12025255424047358,2.169191200778217e-12,0.0003466210643310991,523.7313963814034
226,0.0032844871147043966,2.775488795347549e-06,0.10748416318963033,4.051870253846489e-14,0.0003148728826852027,464.0520257520235
290,0.0032844871147043966,1.2757118197974757e-06,0.16519996252167718,3.620425696664042e-07,0.000161792687117519,749.624386724362
25,0.017180394138453767,0.008281181108617225,0.18447459576141623,1.1041287845527148e-06,0.0008304997705713236,845.6278138527827
342,0.008337544214249622,0.00027148755405096466,0.1836394754561679,7.17787846190019e-07,0.00035462029263036134,821.02781385278
146,0.0022738756947953513,0.0009020396763533985,0.19401448368490917,1.4998751665611796e-05,0.00013277923997509134,888.8440836940545
300,0.0015159171298635677,1.3187246596861116e-05,0.1601652840554206,3.830448656123428e-09,0.00011097803965085128,692.8859307359027
94,0.005305709954522487,0.0002882373086735499,0.17195472762500538,1.18155801968258e-07,0.0002893323843092172,775.4076479076178
1,0.00404244567963618,0.0008036690663903305,0.18260614820048282,2.2964755425226183e-07,0.000228872997001608,805.3135281384926
184,0.004295098534613442,0.00026241719411358375,0.16939661214161106,1.148438784460841e-07,0.00025954173742854717,757.7416305915991
159,0.0032844871147043966,8.085082518146888e-05,0.16647111172245957,1.2742215832834828e-07,0.000193966176054227,749.9149350649088
149,0.0032844871147043966,2.7304480307308887e-06,0.10739819957317973,3.650628678336113e-14,0.000315569018793348,462.6484903984879
13,0.007579585649317838,0.0001335301276557717,0.1835269671767518,5.243394965322709e-07,0.00031969152038239563,818.111147186113
59,0.004547751389590703,4.38013974337251e-06,0.1642800555377978,1.7321919086542099e-07,0.00021146319210176785,741.2267676767417
17,0.0030318342597271354,0.0006954929151700516,0.12000057674483842,4.265810779073941e-13,0.0003114943110159168,519.1813963814033
326,0.004547751389590703,6.8672736484421245e-06,0.10751086954125935,4.778665426861911e-14,0.0004279116818864405,467.21869241869035
80,0.0055583628094997475,0.008765686856854566,0.18852917876275643,2.103963617732236e-07,0.00030776318726837535,838.477994227961
187,0.003789792824658919,4.545113513415549e-05,0.15929393040141926,1.0460490678848373e-08,0.0002192177394998747,693.6125180374914
161,0.006063668519454271,4.18574950229685e-05,0.16691349348606987,1.0637273299182547e-06,0.00026855431833635435,762.4649350649106
66,0.003537139969681658,1.6331726168465583e-07,0.16452992169181194,6.460895752880445e-07,0.00016561743339862334,743.6601010100757
31,0.0055583628094997475,0.0011849989877215706,0.1655722243419854,7.512975460885131e-07,0.0003007434990605198,757.2743867243631
136,0.03309752400202123,0.07271461129803182,0.23030686122913813,0.00237921815282124,0.0006375888311876214,1146.2750000000299
7,0.004800404244567964,0.0009835289323085698,0.19047486996935664,1.5695740240820058e-05,0.0002541874174810189,881.1192279941974
255,0.00025265285497726126,0.0,0.0881034075365602,1.0374635103585599e-19,0.000137036023660067,362.96451367259294
49,0.0007579585649317838,0.001002310972310601,0.09668931166261537,1.6660566353668688e-17,0.0003575690622011185,403.39732628480164
320,0.005053057099545225,0.0009690298379828904,0.1668705796170672,2.0081372004715948e-08,0.0003015382838033145,727.7343434343118
85,0.0032844871147043966,1.8765218555557325e-06,0.16466210217858337,2.431293029771141e-07,0.00017038229673567483,743.5815295815042
246,0.0032844871147043966,0.0003385969400721043,0.1905121430714494,1.568887577410677e-05,0.00016887672120747204,879.7025613275307
123,0.004295098534613442,9.966431135751698e-07,0.1644048936768479,3.708868373765917e-07,0.00019515868318015456,743.5351010100757
284,0.003789792824658919,0.0003542068055734036,0.16930823514297189,2.0719819555290813e-07,0.0002346599037284908,754.9082972582653
140,0.0025265285497726125,1.6235651805325683e-06,0.10748416318963033,4.391853268870258e-14,0.0002554411165327707,463.0520257520233
137,0.003789792824658919,0.0005359741356473183,0.10729463332479672,1.9503077207700207e-14,0.00040415164220939244,462.6829781329757
343,0.004295098534613442,0.0008897808956032598,0.12001167113080516,4.273743963068402e-13,0.0004179963984540658,521.34806304807
115,0.005053057099545225,0.003994484856846508,0.120044966600601,4.303892249950136e-13,0.0005525291891142796,523.6813963814035
297,0.006063668519454271,5.3830823324746844e-05,0.18308691662075677,7.074521987677084e-07,0.0002662420008171789,814.1182900432555
185,0.0063163213744315315,0.00015574599815147195,0.1830955247789504,7.818398784426389e-07,0.0002862094246990525,814.7016233765888
104,0.007832238504295099,1.7234268588985957e-05,0.16544560780539966,7.300374597694227e-07,0.00033518673182740696,761.207720057697
324,0.0063163213744315315,0.003206599514876833,0.19536741667202612,1.5272732192517634e-05,0.00035808628962205884,906.5988455988177
171,0.0055583628094997475,0.06608531503300026,0.24473722451756516,2.242452147175138e-07,0.0006250520788260105,1053.240873015899
111,0.0032844871147043966,0.0005031802561868941,0.10726803428061638,1.693051531717967e-14,0.0003618448095381829,460.9996447996421
14,0.003537139969681658,4.13547880714382e-06,0.10749603104103284,4.457055344402152e-14,0.0003400399849271216,465.05202575202367
310,0.0030318342597271354,0.00018630044031516923,0.10725030891003846,7.785607448810869e-15,0.00032667331207198233,459.66631146630857
32,0.0012632642748863063,0.0,0.09684079070259609,2.2734494298011136e-16,0.00016129962513532846,408.2002483627229
30,0.00404244567963618,3.6869286857113694e-05,0.16974364556374757,4.518443951521945e-07,0.0002012595617077664,763.5082972582661
222,0.0025265285497726125,0.0005431121491063479,0.1646690649297432,1.307599053818662e-07,0.00015637742938732336,738.5089105338842
92,0.005053057099545225,4.3119632108954424e-05,0.1630693319594446,1.3680797611880666e-08,0.0002778376249507488,709.5266955266682
72,0.005811015664477009,2.5487306442456983e-05,0.17018130125086292,3.0073172688585626e-07,0.0002629118491321855,770.2416305916003
40,0.010864072764022235,0.0044044732433888845,0.1710483909396713,9.364490032026124e-07,0.0005085077158646818,788.4225829725556
125,0.0007579585649317838,7.586158403558091e-05,0.1933594198869661,1.488996290240211e-05,6.228099546019124e-05,877.0440836940542
266,0.004295098534613442,3.2579025020960484e-05,0.16031033741657733,1.1460044538553673e-08,0.0002409776199396412,699.3025974025699
212,0.004295098534613442,3.121918354126215e-06,0.164676028269769,4.5740508060797347e-07,0.00020153050736270288,746.1053391053143
278,0.0022738756947953513,8.161642168159584e-05,0.13566482203530733,6.432625485360019e-11,0.00029037363625387366,581.6854728604798
340,0.0012632642748863063,1.1664365371145274e-06,0.1655088918578561,4.85779856916174e-07,9.409743492301792e-05,733.7006493506213
237,0.0015159171298635677,0.0019116262298035029,0.1566727838961819,1.2522293674857737e-08,0.00014450626447662642,685.624386724367
311,0.0015159171298635677,2.4628389663468105e-06,0.15618267091214794,2.1753688453538624e-08,9.991648594922893e-05,680.6934343434159
309,0.0022738756947953513,0.0,0.1491595953931169,6.178898158468617e-09,0.00016088042423972843,642.7830086579985
330,0.003789792824658919,3.6808575471383556e-05,0.16308298992937295,1.2150274562802711e-08,0.00021581235195662298,707.5766955266677
230,0.00202122283981809,0.0030086639960690232,0.12857006558564155,3.856382337036407e-11,0.0004147191842897217,563.5889998890091
70,0.00025265285497726126,0.0,0.11382062069689299,2.397784054599521e-13,8.140562848240957e-05,483.66637806638346
16,0.00202122283981809,7.911994013304992e-06,0.16044904274745567,2.402702830235236e-08,0.0001209180300931509,696.7618686868428
249,0.005811015664477009,0.000445338074797601,0.17171210002749226,3.111943694980187e-07,0.00031421821892611623,773.686219336189
39,0.003537139969681658,0.00016180098756616605,0.18331962135872978,1.5792036881905528e-07,0.0001833122168671087,808.7778138527785
251,0.0032844871147043966,0.00023155121717212182,0.1655863048100815,2.0358616738588815e-07,0.00020932371174479827,740.2173160172886
10,0.0022738756947953513,9.282057745611719e-08,0.16498299934432709,3.3921752446706017e-07,0.00012183427327826108,743.3743867243612
55,0.00404244567963618,1.79970643429536e-06,0.16508791031936482,4.7280958397815204e-07,0.00018479285486787435,749.3327200576954
228,0.0005053057099545225,0.0,0.1412447396367015,1.7277218356678672e-09,7.093995927140101e-05,611.343373293364
69,0.0022738756947953513,8.208576518664234e-07,0.16445349309643145,2.3316264968702906e-07,0.00012794885320437622,738.94819624817
113,0.009853461344113188,0.00024976401006262736,0.1837694642312065,7.63311752512842e-07,0.00041278499265360956,825.0444805194471
258,0.003537139969681658,3.4127019263475316e-06,0.1646203380336277,1.5410249327565798e-07,0.00017888784485324893,742.4886724386467
257,0.004295098534613442,1.131021728763454e-05,0.166492463297285,4.486063894500208e-07,0.0002132646536156245,755.5173160172906
196,0.0030318342597271354,0.000134883849309911,0.16579779957950855,2.0613892880369418e-07,0.0001750890080977365,744.5173160172895
156,0.0027791814047498737,0.0009218025492343491,0.18952008548391555,1.501487352756589e-05,0.0001536454242104369,872.1942279941974
303,0.005053057099545225,7.666333114340922e-06,0.16617276366646028,7.543900895417476e-07,0.0002400097887432702,754.533982683957
286,0.00025265285497726126,0.0,0.13916516158108483,3.7104076834289894e-13,0.00010604535970726932,572.2657287157496
81,0.0005053057099545225,0.0005012193357522114,0.161869595000561,5.963507091807438e-11,0.0001631467535131975,675.4581168831209
174,0.0007579585649317838,6.384959691110974e-08,0.11972388220627468,3.8994594431091615e-13,0.00016820557075211912,507.31472971473414
293,0.0005053057099545225,0.0,0.11972020156552807,3.8755052451153344e-13,0.00011624288907317358,506.81472971473414
33,0.00025265285497726126,0.0,0.00025265285497726126,2.4545934473780627e-55,0.00025258903763576663,1.0
42,0.00025265285497726126,0.0,0.00025265285497726126,2.4545934473780627e-55,0.00025258903763576663,1.0
347,0.0015159171298635677,4.937687374086044e-07,0.16393427558507667,3.004314973420555e-07,0.00011199068530072138,728.2517676767399
2,0.0022738756947953513,1.2410566690023788e-06,0.10738339215561828,2.246677537149308e-14,0.00022955754111007726,460.48182373182095
281,0.003789792824658919,0.00023779105734247997,0.16568493518224545,2.1008811755886013e-07,0.000232166622445483,743.2173160172891
263,0.0015159171298635677,2.5539838764443897e-08,0.13564591997364925,6.35112652176765e-11,0.00020306100571296446,580.0188061938132
279,0.00025265285497726126,0.0,0.09680227488934591,1.0535451566490831e-16,6.147701054779364e-05,404.9835816960567
51,0.0015159171298635677,0.0019116262298035029,0.1566727838961819,1.2522293674857737e-08,0.00014450626447662642,685.624386724367
338,0.0015159171298635677,3.675024957948173e-06,0.1642869860160098,1.2530421033394622e-07,9.980297565253041e-05,733.631529581503
162,0.001768569984840829,1.0724282463909854e-06,0.10735970877852664,1.9537749761835442e-14,0.00018565917723204644,458.965157065154
19,0.003789792824658919,0.020488680062156907,0.13614385108808197,6.194172989382175e-11,0.000541583541646522,595.6354728604812
75,0.0032844871147043966,9.517603685537302e-07,0.1647178206802934,4.457260651574886e-07,0.0001631031967342488,744.7148629148378
218,0.00202122283981809,0.0,0.1229558826889207,1.1703698926591593e-11,0.0002477589945284473,518.9074786324818
268,0.0025265285497726125,2.1631760608510952e-07,0.1559013057577764,4.283513695657752e-08,0.0001313312010667852,681.2255772005587
314,0.0030318342597271354,3.3871737745359198e-06,0.15596374370313174,4.933938851357679e-08,0.00015968627501015555,684.0339105338915
5,0.0030318342597271354,0.0006188034749170353,0.16593202592882086,5.94081067706726e-07,0.00020752430710102918,746.3673160172898
178,0.0030318342597271354,0.00022270641060887834,0.16955149410151063,2.3359755933590784e-07,0.00018109141043903,757.8416305915991
192,0.001010611419909045,0.002504436589241369,0.10711755512373805,2.677206126061298e-15,0.00035586218858744327,454.05563325563014
243,0.001768569984840829,0.0005844275758989974,0.10724735525112215,7.0385376408943346e-15,0.0002363254543558585,457.8329781329751
195,0.00202122283981809,0.0,0.1229558826889207,1.1703698926591593e-11,0.0002477589945284473,518.9074786324818
181,0.0022738756947953513,0.0010006508827909118,0.1403134220841499,6.080923453007992e-10,0.0002752326918880112,601.9366272616174
8,0.001768569984840829,0.0005008362381707447,0.10707043294172545,1.3563876586028168e-14,0.00034097664179906983,451.1937284937256
245,0.001010611419909045,0.0030019526483727353,0.11998209065913353,2.1394061541906984e-12,0.0001923812071629094,512.2647297147344
129,0.0015159171298635677,6.04699988328357e-07,0.16402403826651069,2.0770679863654624e-07,0.0001114186206395581,727.2815295815017
328,0.00202122283981809,0.0,0.1229558826889207,1.1703698926591593e-11,0.0002477589945284473,518.9074786324818
331,0.004800404244567964,0.00018030628319248414,0.18282904772410782,2.6677149816910635e-07,0.0002313077928269,807.8682900432547
150,0.0025265285497726125,0.0012381745296960091,0.20818233275545261,1.1164202219616096e-07,0.00021297987618749408,892.9095238095322
101,0.004547751389590703,8.1567479484915e-05,0.16035654587290496,1.0920214888673214e-08,0.00025565639593083233,700.0264069263797
99,0.0030318342597271354,9.788545467883549e-05,0.13586835240121056,6.724719247622786e-11,0.0003753156007308255,587.4688061938137
296,0.0015159171298635677,2.5539838764443897e-08,0.13564591997364925,6.35112652176765e-11,0.00020306100571296446,580.0188061938132
102,0.0012632642748863063,0.0,0.13564119528120852,6.311382851761842e-11,0.00017464291160373203,579.5188061938131
318,0.0025265285497726125,6.509171573732572e-05,0.18228134789943345,1.3816998557585995e-07,0.00013354948368971977,797.6468614718254
163,0.0012632642748863063,0.0009560464445141138,0.18512353662880285,9.330520843747474e-09,0.00011743203311233969,796.904797979765
173,0.0027791814047498737,0.011205023928853461,0.20611086675788592,4.397947254601695e-09,0.0002338681403305236,899.9555555555663
165,0.0025265285497726125,6.5662902566024e-07,0.16430084872683726,2.284864331836041e-07,0.0001356140740452484,737.6601010100746
121,0.0027791814047498737,0.00018769695012952115,0.1659390964940982,3.1965207380229106e-07,0.00016251851984932763,746.0339826839564
306,0.00202122283981809,0.0,0.1229558826889207,1.1703698926591593e-11,0.0002477589945284473,518.9074786324818
177,0.0025265285497726125,8.173773591572702e-05,0.13566954837386763,6.472369155365827e-11,0.00031824385706777895,582.1854728604799
180,0.004800404244567964,7.133202538030524e-05,0.16317182253094348,1.6050308748630192e-08,0.0002672365297498977,710.8266955266685
87,0.0030318342597271354,0.0002568661517230191,0.19014006720977963,1.5495852433523826e-05,0.00016165241591964793,875.7311327561019
